Entity,Code,Date,daily_new_confirmed,annotations,icl_mean,icl_lower,icl_upper
India,IND,2020-08-07,55457.714289999996,,332600.85,53470.07,675627.22
India,IND,2020-08-08,56089.0,,335269.74,53931.0,678573.22
India,IND,2020-08-09,57469.571429999996,,338138.87,54654.58,678865.05
India,IND,2020-08-10,58768.428570000004,,341003.69,55239.07,681444.72
India,IND,2020-08-11,58990.0,,343651.89,55657.32,682760.55
India,IND,2020-08-12,60197.714289999996,,346755.37,56571.98,685989.2
India,IND,2020-08-13,61728.714289999996,,349996.2,56914.57,692697.12
India,IND,2020-08-14,62016.571429999996,,353074.22,57769.95,700420.3
India,IND,2020-08-15,62511.571429999996,,356290.99,58423.68,708783.65
India,IND,2020-08-16,62381.714289999996,,359512.26,58942.5,716248.5
India,IND,2020-08-17,61798.428570000004,,362323.09,59402.78,723688.22
India,IND,2020-08-18,62009.571429999996,,364943.1,60213.48,730496.47
India,IND,2020-08-19,62519.285710000004,,367639.19,60686.15,736122.65
India,IND,2020-08-20,62898.285710000004,,368654.54,61531.48,734071.75
India,IND,2020-08-21,63519.0,,368545.62,61963.08,729044.45
India,IND,2020-08-22,64215.571429999996,,367940.51,62385.45,723003.62
India,IND,2020-08-23,65036.85714,,367404.25,62996.68,717562.77
India,IND,2020-08-24,65526.428570000004,,366439.18,63435.78,711355.27
India,IND,2020-08-25,66368.71429,,365526.5,63969.28,706440.62
India,IND,2020-08-26,66743.0,,365380.24,64586.93,707995.02
India,IND,2020-08-27,67615.57143,,365526.97,64796.8,712109.02
India,IND,2020-08-28,68811.0,,365717.82,65327.45,716226.47
India,IND,2020-08-29,69753.0,,365803.83,65318.43,719909.32
India,IND,2020-08-30,71113.28571,,365857.58,65711.45,724468.32
India,IND,2020-08-31,73556.71429,,365622.05,65341.6,727359.75
India,IND,2020-09-01,74834.71429,,365198.98,65918.48,730714.75
India,IND,2020-09-02,76435.57143,,364414.05,66114.27,730963.4
India,IND,2020-09-03,77596.0,,361606.61,65864.23,721128.35
India,IND,2020-09-04,78463.85714,,358048.59,65943.2,709016.17
India,IND,2020-09-05,79886.71429,,354100.58,65479.68,695526.55
India,IND,2020-09-06,81582.57143,,350492.29,65472.48,681031.05
India,IND,2020-09-07,83338.28571,,347198.19,65377.95,672489.25
India,IND,2020-09-08,84179.42857,,343654.56,65303.83,663224.6
India,IND,2020-09-09,85800.71429,,340373.12,64835.23,657496.65
India,IND,2020-09-10,87493.85714,,337049.47,64936.8,655032.82
India,IND,2020-09-11,89381.0,,333976.26,64177.4,650712.32
India,IND,2020-09-12,90972.14286,,330959.11,63424.85,649248.6
India,IND,2020-09-13,91506.42857,,327686.33,62780.55,644638.67
India,IND,2020-09-14,91687.71429,,324491.6,62359.38,640931.25
India,IND,2020-09-15,92830.57143,,321609.67,61467.65,638052.55
India,IND,2020-09-16,92890.14286,,318489.21,60877.78,636035.2
India,IND,2020-09-17,93198.57143,,314464.45,60352.15,629843.85
India,IND,2020-09-18,93180.42857,,310019.83,59893.33,622186.8
India,IND,2020-09-19,92575.71429,,305315.86,59603.3,615261.38
India,IND,2020-09-20,92323.28571,,300796.41,59123.82,607332.62
India,IND,2020-09-21,91593.28571,,296602.15,58674.78,599708.77
India,IND,2020-09-22,90346.71429,,292418.01,58323.85,594240.08
India,IND,2020-09-23,89378.71429,,288368.93,57821.93,587120.88
India,IND,2020-09-24,87752.14286,,284261.05,57546.15,579984.2
India,IND,2020-09-25,86270.42857,,280274.55,57478.88,573873.08
India,IND,2020-09-26,85131.14286,,276382.13,56814.8,568328.88
India,IND,2020-09-27,84559.0,,272406.57,56225.57,560208.45
India,IND,2020-09-28,83874.57143,,268751.12,55819.25,554463.9
India,IND,2020-09-29,83232.57143,,265264.01,55923.9,548101.8
India,IND,2020-09-30,82821.85714,,261740.53,54944.75,539819.25
India,IND,2020-10-01,82866.57143,,258341.78,54666.25,530485.08
India,IND,2020-10-02,82214.0,,254942.39,53875.45,518869.52
India,IND,2020-10-03,81373.14286,,251478.05,53077.78,508030.4
India,IND,2020-10-04,79548.71429,,248165.72,52342.32,497035.88
India,IND,2020-10-05,78444.71429,,244836.48,51933.08,486082.88
India,IND,2020-10-06,77113.0,,241812.65,51479.48,475119.28
India,IND,2020-10-07,75909.71429,,238914.9,50804.4,465924.2
India,IND,2020-10-08,74724.42857,,235838.01,50091.73,456280.7
India,IND,2020-10-09,73154.71429,,232995.31,49631.5,447321.55
India,IND,2020-10-10,72268.42857,,230397.61,48646.95,440928.25
India,IND,2020-10-11,72061.85714,,227531.77,48044.93,436193.0
India,IND,2020-10-12,70960.42857,,224943.32,47197.7,434924.02
India,IND,2020-10-13,70114.0,,222311.45,45865.7,432726.95
India,IND,2020-10-14,68894.0,,219699.75,45703.82,430924.1
India,IND,2020-10-15,67348.85714,,217138.68,44712.05,429794.6
India,IND,2020-10-16,66331.0,,214633.91,44000.68,427856.5
India,IND,2020-10-17,64751.0,,212332.02,43318.72,427404.62
India,IND,2020-10-18,62963.571429999996,,210215.83,42370.35,426132.78
India,IND,2020-10-19,61390.714289999996,,208070.05,41846.9,424285.0
India,IND,2020-10-20,60169.0,,205955.21,41268.23,423208.4
India,IND,2020-10-21,58816.85714,,203851.07,40732.9,422284.08
India,IND,2020-10-22,57121.285710000004,,201650.17,40276.15,420168.05
India,IND,2020-10-23,55834.85714,,199480.63,39226.12,416287.05
India,IND,2020-10-24,54571.714289999996,,197326.55,38943.23,413190.42
India,IND,2020-10-25,52894.285710000004,,195105.98,38331.75,409265.42
India,IND,2020-10-26,51383.714289999996,,,,
India,IND,2020-10-27,49909.42857,,,,
India,IND,2020-10-28,48459.285710000004,,,,
India,IND,2020-10-29,47608.14286,,,,
India,IND,2020-10-30,46791.285710000004,,,,
India,IND,2020-10-31,46062.42857,,,,
India,IND,2020-11-01,45610.14286,,,,
India,IND,2020-11-02,45622.0,,,,
India,IND,2020-11-03,45884.85714,,,,
Russia,RUS,2020-01-02,0.0,,,,
Russia,RUS,2020-01-03,0.0,,,,
Russia,RUS,2020-01-04,0.0,,,,
Russia,RUS,2020-01-05,0.0,,,,
Russia,RUS,2020-01-06,0.0,,,,
Russia,RUS,2020-01-07,0.0,,,,
Russia,RUS,2020-01-08,0.0,,,,
Russia,RUS,2020-01-09,0.0,,,,
Russia,RUS,2020-01-10,0.0,,,,
Russia,RUS,2020-01-11,0.0,,,,
Russia,RUS,2020-01-12,0.0,,,,
Russia,RUS,2020-01-13,0.0,,,,
Russia,RUS,2020-01-14,0.0,,,,
Russia,RUS,2020-01-15,0.0,,,,
Russia,RUS,2020-01-16,0.0,,,,
Russia,RUS,2020-01-17,0.0,,,,
Russia,RUS,2020-01-18,0.0,,,,
Russia,RUS,2020-01-19,0.0,,,,
Russia,RUS,2020-01-20,0.0,,,,
Russia,RUS,2020-01-21,0.0,,,,
Russia,RUS,2020-01-22,0.0,,,,
Russia,RUS,2020-01-23,0.0,,,,
Russia,RUS,2020-01-24,0.0,,,,
Russia,RUS,2020-01-25,0.0,,,,
Russia,RUS,2020-01-26,0.0,,,,
Russia,RUS,2020-01-27,0.0,,,,
Russia,RUS,2020-01-28,0.0,,,,
Russia,RUS,2020-01-29,0.0,,,,
Russia,RUS,2020-01-30,0.0,,,,
Russia,RUS,2020-01-31,0.0,,,,
Russia,RUS,2020-02-01,0.28570999999999996,,,,
Russia,RUS,2020-02-02,0.28570999999999996,,,,
Russia,RUS,2020-02-03,0.28570999999999996,,,,
Russia,RUS,2020-02-04,0.28570999999999996,,,,
Russia,RUS,2020-02-05,0.28570999999999996,,,,
Russia,RUS,2020-02-06,0.28570999999999996,,,,
Russia,RUS,2020-02-07,0.28570999999999996,,,,
Russia,RUS,2020-02-08,0.0,,,,
Russia,RUS,2020-02-09,0.0,,,,
Russia,RUS,2020-02-10,0.0,,,,
Russia,RUS,2020-02-11,0.0,,,,
Russia,RUS,2020-02-12,0.0,,,,
Russia,RUS,2020-02-13,0.0,,,,
Russia,RUS,2020-02-14,0.0,,,,
Russia,RUS,2020-02-15,0.0,,0.0,0.0,0.0
Russia,RUS,2020-02-16,0.0,,0.24,0.0,1.17
Russia,RUS,2020-02-17,0.0,,0.72,0.0,2.0
Russia,RUS,2020-02-18,0.0,,0.63,0.0,2.0
Russia,RUS,2020-02-19,0.0,,1.03,0.0,3.52
Russia,RUS,2020-02-20,0.0,,1.2,0.0,4.0
Russia,RUS,2020-02-21,0.0,,1.3,0.0,4.0
Russia,RUS,2020-02-22,0.0,,1.89,0.0,5.0
Russia,RUS,2020-02-23,0.0,,2.24,0.0,6.52
Russia,RUS,2020-02-24,0.0,,2.84,0.0,8.0
Russia,RUS,2020-02-25,0.0,,3.46,1.0,8.0
Russia,RUS,2020-02-26,0.0,,4.42,1.0,10.0
Russia,RUS,2020-02-27,0.0,,5.51,1.0,11.0
Russia,RUS,2020-02-28,0.0,,6.67,2.0,12.52
Russia,RUS,2020-02-29,0.0,,8.33,3.0,15.0
Russia,RUS,2020-03-01,0.0,,10.25,3.0,19.52
Russia,RUS,2020-03-02,0.0,,13.18,4.47,24.0
Russia,RUS,2020-03-03,0.14286,,16.53,7.47,28.0
Russia,RUS,2020-03-04,0.28570999999999996,,21.37,10.48,37.52
Russia,RUS,2020-03-05,0.28570999999999996,,26.71,14.0,43.52
Russia,RUS,2020-03-06,0.28570999999999996,,34.09,16.48,53.1
Russia,RUS,2020-03-07,1.14286,,41.9,21.0,63.62
Russia,RUS,2020-03-08,1.14286,,53.41,30.48,79.52
Russia,RUS,2020-03-09,1.14286,,70.53,41.42,106.1
Russia,RUS,2020-03-10,1.0,,88.34,49.95,124.1
Russia,RUS,2020-03-11,0.85714,,106.62,58.95,157.52
Russia,RUS,2020-03-12,3.0,,131.06,79.38,186.2
Russia,RUS,2020-03-13,3.71429,,163.54,84.28,234.2
Russia,RUS,2020-03-14,5.0,,207.93,126.08,287.15
Russia,RUS,2020-03-15,7.0,,264.81,149.48,372.67
Russia,RUS,2020-03-16,7.57143,,333.38,199.9,463.77
Russia,RUS,2020-03-17,11.85714,,422.54,254.48,594.68
Russia,RUS,2020-03-18,14.85714,,534.04,323.32,735.0
Russia,RUS,2020-03-19,17.42857,,676.1,417.02,932.77
Russia,RUS,2020-03-20,24.14286,,841.56,503.58,1172.37
Russia,RUS,2020-03-21,29.714290000000002,,1033.92,629.18,1437.2
Russia,RUS,2020-03-22,35.285709999999995,,1274.5,746.9,1747.57
Russia,RUS,2020-03-23,43.42857,,1543.44,931.92,2092.5
Russia,RUS,2020-03-24,49.285709999999995,,1891.3,1115.0,2608.1
Russia,RUS,2020-03-25,54.42856999999999,,2280.68,1366.62,3125.72
Russia,RUS,2020-03-26,73.0,,2764.16,1608.62,3747.17
Russia,RUS,2020-03-27,91.57143,,3350.89,2023.85,4519.77
Russia,RUS,2020-03-28,111.85713999999999,,4075.64,2511.6,5607.45
Russia,RUS,2020-03-29,136.85714,,4888.52,2980.7,6669.75
Russia,RUS,2020-03-30,166.71428999999998,,5634.45,3342.4,7602.1
Russia,RUS,2020-03-31,199.71428999999998,,6284.93,3791.55,8486.62
Russia,RUS,2020-04-01,263.14286,,6703.2,4021.12,9075.9
Russia,RUS,2020-04-02,302.71429,,6932.5,4104.12,9373.58
Russia,RUS,2020-04-03,386.85714,,7063.19,4231.1,9492.27
Russia,RUS,2020-04-04,444.71429000000006,,7102.18,4298.95,9596.35
Russia,RUS,2020-04-05,495.28570999999994,,7205.83,4286.9,9845.75
Russia,RUS,2020-04-06,550.71429,,7413.31,4501.6,10080.58
Russia,RUS,2020-04-07,643.8571400000001,,7741.92,4654.83,10465.45
Russia,RUS,2020-04-08,737.1428599999999,,8195.41,4975.68,11180.17
Russia,RUS,2020-04-09,842.1428599999999,,8695.24,5267.3,11962.95
Russia,RUS,2020-04-10,940.4285699999999,,9263.85,5613.25,12879.32
Russia,RUS,2020-04-11,1109.7142900000001,,9892.74,5975.3,13620.92
Russia,RUS,2020-04-12,1264.7142900000001,,10621.79,6469.88,14613.8
Russia,RUS,2020-04-13,1483.0,,11453.58,6945.7,15877.85
Russia,RUS,2020-04-14,1712.1428600000002,,12431.27,7667.58,17200.82
Russia,RUS,2020-04-15,1943.57143,,13441.0,8311.02,18754.9
Russia,RUS,2020-04-16,2259.71429,,14478.36,8921.17,20154.3
Russia,RUS,2020-04-17,2543.85714,,15529.87,9533.35,21709.17
Russia,RUS,2020-04-18,2870.14286,,16704.25,10315.52,23486.1
Russia,RUS,2020-04-19,3315.57143,,17960.85,11099.85,25092.3
Russia,RUS,2020-04-20,3869.0,,19294.46,12025.97,27191.8
Russia,RUS,2020-04-21,4113.28571,,20712.6,12947.95,29431.12
Russia,RUS,2020-04-22,4523.0,,22244.61,13965.92,31581.27
Russia,RUS,2020-04-23,4787.0,,23719.59,14838.28,33540.47
Russia,RUS,2020-04-24,4976.42857,,24651.83,15414.9,35041.9
Russia,RUS,2020-04-25,5230.57143,,25338.84,15674.88,35834.4
Russia,RUS,2020-04-26,5399.28571,,25971.75,16323.35,36841.75
Russia,RUS,2020-04-27,5442.28571,,26775.01,16807.42,37978.67
Russia,RUS,2020-04-28,5718.0,,27574.92,17184.2,38839.97
Russia,RUS,2020-04-29,5827.85714,,28486.79,17727.0,39891.45
Russia,RUS,2020-04-30,5914.28571,,29344.78,18341.47,41204.72
Russia,RUS,2020-05-01,6246.42857,,30352.15,19058.82,42661.85
Russia,RUS,2020-05-02,6544.14286,,31356.11,19588.95,43921.55
Russia,RUS,2020-05-03,7066.57143,,32313.38,20128.15,45246.82
Russia,RUS,2020-05-04,7676.857140000001,,33306.43,20760.68,46545.62
Russia,RUS,2020-05-05,8303.0,,34415.61,21287.85,48051.32
Russia,RUS,2020-05-06,8830.28571,,35458.56,21884.75,49757.3
Russia,RUS,2020-05-07,9504.28571,,36397.86,22498.28,51426.47
Russia,RUS,2020-05-08,10094.57143,,36948.15,22967.95,51956.92
Russia,RUS,2020-05-09,10489.71429,,37358.62,23233.43,52296.8
Russia,RUS,2020-05-10,10660.28571,,37716.06,23331.32,53118.47
Russia,RUS,2020-05-11,10714.42857,,38041.6,23236.22,53015.42
Russia,RUS,2020-05-12,10868.0,,38491.85,23621.0,53673.05
Russia,RUS,2020-05-13,10981.85714,,38914.74,23801.82,53905.47
Russia,RUS,2020-05-14,10906.0,,39388.66,23979.55,54594.47
Russia,RUS,2020-05-15,10726.42857,,39901.6,24026.97,55120.15
Russia,RUS,2020-05-16,10712.0,,40487.12,24092.4,55880.85
Russia,RUS,2020-05-17,10481.0,,41058.48,24156.72,56577.27
Russia,RUS,2020-05-18,10294.85714,,41682.5,24181.8,57147.6
Russia,RUS,2020-05-19,9904.85714,,42336.19,24294.35,57583.82
Russia,RUS,2020-05-20,9671.14286,,42935.39,24446.28,59091.22
Russia,RUS,2020-05-21,9490.57143,,43433.82,24468.47,59835.17
Russia,RUS,2020-05-22,9329.85714,,43550.63,24633.8,60173.3
Russia,RUS,2020-05-23,9086.42857,,43483.06,24895.55,59854.65
Russia,RUS,2020-05-24,9119.85714,,43346.94,25039.7,59427.0
Russia,RUS,2020-05-25,8961.28571,,43238.28,25238.2,59346.77
Russia,RUS,2020-05-26,8964.14286,,43214.63,25451.55,59531.38
Russia,RUS,2020-05-27,8914.42857,,43199.74,25892.62,59378.9
Russia,RUS,2020-05-28,8853.57143,,43219.29,25947.03,59183.47
Russia,RUS,2020-05-29,8785.28571,,43298.36,26081.8,59325.68
Russia,RUS,2020-05-30,8739.28571,,43291.54,26249.72,59402.67
Russia,RUS,2020-05-31,8670.42857,,43257.67,26405.08,59364.42
Russia,RUS,2020-06-01,8766.0,,43293.61,26438.5,59734.3
Russia,RUS,2020-06-02,8778.71429,,43383.79,26460.45,60141.75
Russia,RUS,2020-06-03,8771.28571,,43433.28,26745.82,60171.25
Russia,RUS,2020-06-04,8799.57143,,43420.53,26737.78,59842.07
Russia,RUS,2020-06-05,8865.28571,,43303.74,26911.53,59970.28
Russia,RUS,2020-06-06,8887.28571,,42965.4,26950.32,59349.6
Russia,RUS,2020-06-07,8873.42857,,42784.66,27472.12,59200.1
Russia,RUS,2020-06-08,8832.85714,,42538.08,27144.65,58538.65
Russia,RUS,2020-06-09,8825.71429,,42370.36,27368.28,58187.25
Russia,RUS,2020-06-10,8787.42857,,42221.13,27752.92,58131.57
Russia,RUS,2020-06-11,8768.57143,,42107.51,27907.68,58097.57
Russia,RUS,2020-06-12,8761.14286,,41920.03,27574.47,57839.65
Russia,RUS,2020-06-13,8798.42857,,41823.44,27396.28,58269.27
Russia,RUS,2020-06-14,8777.14286,,41530.92,26828.43,57722.95
Russia,RUS,2020-06-15,8755.85714,,41270.81,26815.88,57915.4
Russia,RUS,2020-06-16,8650.28571,,41175.42,26444.0,57959.92
Russia,RUS,2020-06-17,8600.71429,,41061.82,26748.78,58380.57
Russia,RUS,2020-06-18,8520.57143,,40961.74,26651.72,58157.02
Russia,RUS,2020-06-19,8379.28571,,40857.6,26563.72,58233.35
Russia,RUS,2020-06-20,8234.28571,,40669.25,26641.7,57394.12
Russia,RUS,2020-06-21,8117.57143,,40470.4,26566.65,56799.45
Russia,RUS,2020-06-22,7959.42857,,40313.96,26617.55,56309.27
Russia,RUS,2020-06-23,7867.142859999999,,40170.9,26538.15,56162.05
Russia,RUS,2020-06-24,7749.57143,,39994.64,26660.05,55602.87
Russia,RUS,2020-06-25,7654.285709999999,,39833.01,26412.97,54985.6
Russia,RUS,2020-06-26,7557.57143,,39616.52,26412.65,54351.62
Russia,RUS,2020-06-27,7390.142859999999,,39391.52,26312.78,53990.02
Russia,RUS,2020-06-28,7242.0,,39181.17,26356.05,53908.15
Russia,RUS,2020-06-29,7108.142859999999,,39026.12,26143.6,53806.95
Russia,RUS,2020-06-30,6982.285709999999,,38938.69,26055.15,53452.45
Russia,RUS,2020-07-01,6877.714290000001,,38811.32,26043.42,53562.82
Russia,RUS,2020-07-02,6789.142859999999,,38568.05,25645.32,53226.97
Russia,RUS,2020-07-03,6738.714290000001,,38142.48,25416.82,52283.57
Russia,RUS,2020-07-04,6727.0,,37596.14,25265.18,50797.57
Russia,RUS,2020-07-05,6695.57143,,37080.65,24837.62,49884.6
Russia,RUS,2020-07-06,6687.71429,,36594.39,24372.28,48910.53
Russia,RUS,2020-07-07,6672.28571,,36162.5,23870.5,48082.32
Russia,RUS,2020-07-08,6625.85714,,35736.25,23439.47,47471.15
Russia,RUS,2020-07-09,6626.71429,,35312.19,23009.75,46202.82
Russia,RUS,2020-07-10,6590.85714,,34865.3,22587.38,45256.68
Russia,RUS,2020-07-11,6579.0,,34439.6,21967.55,44563.2
Russia,RUS,2020-07-12,6576.0,,34032.62,21604.42,43363.82
Russia,RUS,2020-07-13,6558.71429,,33604.84,21210.03,42634.97
Russia,RUS,2020-07-14,6548.14286,,33269.74,20806.32,41780.93
Russia,RUS,2020-07-15,6531.0,,32831.06,20515.32,41421.2
Russia,RUS,2020-07-16,6511.0,,32461.3,20211.35,40915.4
Russia,RUS,2020-07-17,6499.42857,,32112.21,20190.8,40566.93
Russia,RUS,2020-07-18,6466.71429,,31769.65,20226.0,40019.7
Russia,RUS,2020-07-19,6412.85714,,31391.54,19999.75,39314.62
Russia,RUS,2020-07-20,6340.57143,,31076.37,20089.62,38584.15
Russia,RUS,2020-07-21,6255.28571,,30783.14,20138.97,38249.77
Russia,RUS,2020-07-22,6197.28571,,30474.42,19807.05,37758.28
Russia,RUS,2020-07-23,6117.28571,,30126.68,19278.35,37519.22
Russia,RUS,2020-07-24,6034.42857,,29789.48,19026.97,37243.68
Russia,RUS,2020-07-25,5949.42857,,29451.23,18839.82,36725.82
Russia,RUS,2020-07-26,5897.57143,,29078.24,18489.53,36369.97
Russia,RUS,2020-07-27,5848.42857,,28756.34,18363.3,35979.27
Russia,RUS,2020-07-28,5804.85714,,28484.39,18130.45,35750.5
Russia,RUS,2020-07-29,5741.0,,28174.46,17695.05,35757.65
Russia,RUS,2020-07-30,5685.71429,,27893.95,17441.58,35201.97
Russia,RUS,2020-07-31,5637.28571,,27694.77,17452.15,35330.18
Russia,RUS,2020-08-01,5590.28571,,27481.66,17627.85,35160.15
Russia,RUS,2020-08-02,5531.85714,,27321.53,17618.65,35422.32
Russia,RUS,2020-08-03,5483.57143,,27157.44,17620.47,34984.1
Russia,RUS,2020-08-04,5449.14286,,26989.76,17819.35,34676.37
Russia,RUS,2020-08-05,5415.42857,,26856.43,17968.95,34614.92
Russia,RUS,2020-08-06,5479.0,,26679.29,17827.08,34712.35
Russia,RUS,2020-08-07,5342.14286,,26506.24,17962.72,34527.05
Russia,RUS,2020-08-08,5307.71429,,26355.92,18073.32,34659.32
Russia,RUS,2020-08-09,5272.0,,26146.6,18082.28,34635.35
Russia,RUS,2020-08-10,5238.0,,26029.21,18095.08,34816.02
Russia,RUS,2020-08-11,5198.57143,,25894.72,18160.68,35106.5
Russia,RUS,2020-08-12,5168.0,,25763.68,18297.62,35268.57
Russia,RUS,2020-08-13,5051.14286,,25642.46,18364.9,35802.35
Russia,RUS,2020-08-14,5123.42857,,25651.23,18590.45,35629.22
Russia,RUS,2020-08-15,5098.28571,,25698.2,18692.53,35758.55
Russia,RUS,2020-08-16,5076.71429,,25780.34,19012.12,35454.7
Russia,RUS,2020-08-17,5045.28571,,25865.45,19265.47,35321.67
Russia,RUS,2020-08-18,5013.0,,25991.42,19330.18,35265.53
Russia,RUS,2020-08-19,4984.85714,,26049.49,19362.35,35239.0
Russia,RUS,2020-08-20,4945.71429,,26153.26,19706.55,35202.88
Russia,RUS,2020-08-21,4906.85714,,26196.47,19790.9,35000.82
Russia,RUS,2020-08-22,4879.0,,26255.71,19828.88,34823.9
Russia,RUS,2020-08-23,4859.0,,26289.7,19704.38,34904.27
Russia,RUS,2020-08-24,4842.28571,,26298.33,19848.88,34857.37
Russia,RUS,2020-08-25,4821.14286,,26408.4,20019.22,34448.17
Russia,RUS,2020-08-26,4813.71429,,26513.33,20144.9,34460.92
Russia,RUS,2020-08-27,4792.0,,26619.01,20282.15,34453.17
Russia,RUS,2020-08-28,4781.42857,,26875.26,20583.2,34551.72
Russia,RUS,2020-08-29,4775.57143,,27240.84,20674.6,34245.9
Russia,RUS,2020-08-30,4778.42857,,27657.12,20919.32,34464.62
Russia,RUS,2020-08-31,4796.71429,,27996.68,21138.5,34395.65
Russia,RUS,2020-09-01,4832.28571,,28480.53,21191.92,34779.9
Russia,RUS,2020-09-02,4837.0,,28897.13,21628.62,34946.3
Russia,RUS,2020-09-03,4876.42857,,29320.75,21928.68,35475.8
Russia,RUS,2020-09-04,4917.0,,29694.87,22333.58,35939.18
Russia,RUS,2020-09-05,4957.14286,,30006.3,22639.93,36211.07
Russia,RUS,2020-09-06,4994.85714,,30406.35,22708.1,37100.02
Russia,RUS,2020-09-07,5025.57143,,30794.84,23055.03,37347.0
Russia,RUS,2020-09-08,5053.0,,31148.53,23165.08,37989.25
Russia,RUS,2020-09-09,5105.85714,,31572.24,23327.18,39178.95
Russia,RUS,2020-09-10,5143.85714,,32028.08,23705.93,40285.0
Russia,RUS,2020-09-11,5196.42857,,32676.53,24272.8,40669.77
Russia,RUS,2020-09-12,5252.71429,,33474.71,24839.6,41773.8
Russia,RUS,2020-09-13,5293.14286,,34274.47,25514.55,42597.1
Russia,RUS,2020-09-14,5329.42857,,35179.62,26346.2,43335.1
Russia,RUS,2020-09-15,5375.71429,,36084.14,26788.62,43869.9
Russia,RUS,2020-09-16,5437.14286,,37013.46,27577.38,44683.75
Russia,RUS,2020-09-17,5501.71429,,37923.44,27993.85,45934.55
Russia,RUS,2020-09-18,5558.71429,,38838.04,28708.68,47067.97
Russia,RUS,2020-09-19,5616.0,,39696.93,29392.53,48660.52
Russia,RUS,2020-09-20,5698.42857,,40660.07,30000.7,50883.0
Russia,RUS,2020-09-21,5798.28571,,41619.24,30928.7,52641.72
Russia,RUS,2020-09-22,5896.42857,,42581.53,31902.7,53988.25
Russia,RUS,2020-09-23,5994.42857,,43654.95,32807.97,55333.35
Russia,RUS,2020-09-24,6103.14286,,44724.36,33830.82,56594.67
Russia,RUS,2020-09-25,6222.14286,,45931.46,34798.2,57912.37
Russia,RUS,2020-09-26,6408.85714,,47342.27,36029.68,59895.42
Russia,RUS,2020-09-27,6617.14286,,48765.36,37859.23,61642.7
Russia,RUS,2020-09-28,6862.714290000001,,50232.99,39470.88,63418.67
Russia,RUS,2020-09-29,7139.714290000001,,51808.01,41363.07,65115.37
Russia,RUS,2020-09-30,7427.857140000001,,53318.06,42732.27,67438.82
Russia,RUS,2020-10-01,7720.714290000001,,54886.32,44083.93,69614.8
Russia,RUS,2020-10-02,8056.42857,,56499.22,44940.28,72345.22
Russia,RUS,2020-10-03,8370.71429,,58199.06,46291.82,74565.6
Russia,RUS,2020-10-04,8704.42857,,59855.93,47476.28,77076.4
Russia,RUS,2020-10-05,9080.42857,,61640.33,48513.18,79939.47
Russia,RUS,2020-10-06,9473.71429,,63450.97,49995.65,83016.52
Russia,RUS,2020-10-07,9957.0,,65279.45,51200.43,85697.4
Russia,RUS,2020-10-08,10333.28571,,67175.24,52042.98,89046.48
Russia,RUS,2020-10-09,10697.28571,,69025.36,53030.62,93290.62
Russia,RUS,2020-10-10,11085.0,,70966.23,53670.07,97745.72
Russia,RUS,2020-10-11,11511.71429,,72909.43,54507.5,100615.32
Russia,RUS,2020-10-12,11959.57143,,75014.22,55371.05,104291.47
Russia,RUS,2020-10-13,12345.85714,,77206.58,56280.53,108076.42
Russia,RUS,2020-10-14,12667.71429,,79317.78,57237.0,112316.42
Russia,RUS,2020-10-15,13112.85714,,81519.58,58466.53,117478.3
Russia,RUS,2020-10-16,13435.85714,,83794.63,59922.38,121273.57
Russia,RUS,2020-10-17,13867.85714,,86108.47,61420.35,125909.92
Russia,RUS,2020-10-18,14164.428569999998,,88431.94,62431.02,130900.52
Russia,RUS,2020-10-19,14373.71429,,90837.75,63551.0,136209.4
Russia,RUS,2020-10-20,14715.14286,,93283.11,64318.12,141189.82
Russia,RUS,2020-10-21,15065.28571,,95646.75,65368.8,146712.65
Russia,RUS,2020-10-22,15275.14286,,98187.23,66563.62,152496.52
Russia,RUS,2020-10-23,15591.85714,,100760.29,67157.88,158342.82
Russia,RUS,2020-10-24,15904.71429,,103434.43,68004.6,164266.97
Russia,RUS,2020-10-25,16133.14286,,106216.43,68991.12,171361.47
Russia,RUS,2020-10-26,16363.28571,,,,
Russia,RUS,2020-10-27,16558.28571,,,,
Russia,RUS,2020-10-28,16591.28571,,,,
Russia,RUS,2020-10-29,16663.0,,,,
Russia,RUS,2020-10-30,16912.42857,,,,
Russia,RUS,2020-10-31,17047.14286,,,,
Russia,RUS,2020-11-01,17278.42857,,,,
Russia,RUS,2020-11-02,17557.71429,,,,
Russia,RUS,2020-11-03,17687.71429,,,,
South Africa,ZAF,2020-02-14,,,0.0,0.0,0.0
South Africa,ZAF,2020-02-15,,,0.0,0.0,0.0
South Africa,ZAF,2020-02-16,,,0.29,0.0,1.25
South Africa,ZAF,2020-02-17,,,0.51,0.0,2.0
South Africa,ZAF,2020-02-18,,,0.62,0.0,2.0
South Africa,ZAF,2020-02-19,,,1.01,0.0,3.0
South Africa,ZAF,2020-02-20,,,1.19,0.0,3.0
South Africa,ZAF,2020-02-21,,,1.41,0.0,4.0
South Africa,ZAF,2020-02-22,,,1.4,0.0,4.0
South Africa,ZAF,2020-02-23,,,1.86,0.0,5.52
South Africa,ZAF,2020-02-24,,,2.16,0.0,5.52
South Africa,ZAF,2020-02-25,,,2.88,0.0,7.0
South Africa,ZAF,2020-02-26,,,3.39,0.0,9.52
South Africa,ZAF,2020-02-27,,,4.21,0.0,11.0
South Africa,ZAF,2020-02-28,,,5.27,1.0,10.52
