Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)"
Honduras,HND,2020-05-11,131,,2606.71,2502.28363017441,2190,741.118410049397
Honduras,HND,2020-05-12,118.28571,,2647.16,2536.81747061199,2194,660.076492361017
Honduras,HND,2020-05-13,115.71429,,2720.08,2567.89464874757,2201,638.643690907886
Honduras,HND,2020-05-14,113.42857,,2783.59,2596.32462198986,2212,620.706530154786
Honduras,HND,2020-05-15,90.42857,,2859.82,2623.33258151705,2226,491.745335802951
Honduras,HND,2020-05-16,98.42857,,2937.2,2650.54888369774,2244,532.9702296316
Honduras,HND,2020-05-17,105,,3022.17,2679.96461369564,2268,567.131049016502
Honduras,HND,2020-05-18,96.28571,,3060.3,2713.85719056788,2295,519.544182591798
Honduras,HND,2020-05-19,113.14286,,3090.25,2754.67457598551,2328,610.635901856108
Honduras,HND,2020-05-20,125,,3169.84,2804.92435783056,2366,675.406531720025
Honduras,HND,2020-05-21,120.71429,,3261.18,2867.11733427437,2410,653.418453315158
Honduras,HND,2020-05-22,126.57143,,3364.28,2943.71795900573,2458,686.587715432294
Honduras,HND,2020-05-23,145.28571,,3462.91,3037.09530486737,2513,789.833851578489
Honduras,HND,2020-05-24,168.28571,,3576.68,3149.46134392666,2572,916.65894588837
Honduras,HND,2020-05-25,186.28571,,3652.67,3282.80984670067,2637,1016.1699591605
Honduras,HND,2020-05-26,198.71429,,3718.43,3438.83077623284,2706,1084.69594255822
Honduras,HND,2020-05-27,206.57143,,3824.16,3618.79371077589,2781,1127.21828231036
Honduras,HND,2020-05-28,220,,3957.33,3823.39551705384,2860,1198.66331389461
Honduras,HND,2020-05-29,221.14286,,4092.02,4052.5777857804,2944,1201.39528094042
Honduras,HND,2020-05-30,201.28571,,4242.36,4305.40787749405,3032,1088.70165029323
Honduras,HND,2020-05-31,193,,4384.31,4579.97971187138,3125,1037.6233020225
Honduras,HND,2020-06-01,178.85714,,4478.69,4873.27032870411,3222,954.243669350621
Honduras,HND,2020-06-02,167.57143,,4550.37,5181.0485604412,3323,885.739945883392
Honduras,HND,2020-06-03,160.85714,,4687.37,5497.90158399315,3429,841.015009656649
Honduras,HND,2020-06-04,150,,4854.54,5817.60462934645,3539,774.555900265856
Honduras,HND,2020-06-05,161.14286,,5049.35,6133.61788263223,3653,820.671802338644
Honduras,HND,2020-06-06,155,,5257.13,6439.7712421046,3772,777.60610646517
Honduras,HND,2020-06-07,151.57143,,5489.33,6730.90749919122,3896,748.30158649682
Honduras,HND,2020-06-08,160.71429,,5654.84,7003.26672160173,4024,780.209373781504
Honduras,HND,2020-06-09,155.42857,,5803.67,7254.40337002021,4156,741.586405802814
Honduras,HND,2020-06-10,201.14286,,6047.57,7482.97345931512,4293,942.973837810066
Honduras,HND,2020-06-11,238.57143,,6343.38,7688.45553441607,4434,1098.98283920447
Honduras,HND,2020-06-12,255.57143,,6612.18,7870.89679766613,4579,1157.17267214655
Honduras,HND,2020-06-13,308.71429,,6925.87,8030.8335442655,4727,1374.70741853166
Honduras,HND,2020-06-14,328.57143,,7221.53,8169.35488844217,4878,1440.18927263717
Honduras,HND,2020-06-15,361.57143,,7422.82,8288.41107750701,5031,1561.70311109372
Honduras,HND,2020-06-16,389.71429,,7636.43,8391.00992685981,5184,1660.9079833155
Honduras,HND,2020-06-17,388.71429,,7943.92,8481.40742126765,5337,1637.18827211325
Honduras,HND,2020-06-18,419.85714,,8331.23,8565.03743814779,5487,1750.64718114257
Honduras,HND,2020-06-19,438.57143,,8683.15,8647.96110242445,5634,1813.8570716712
Honduras,HND,2020-06-20,446.57143,,9019.34,8736.29884865529,5777,1835.80048639226
Honduras,HND,2020-06-21,542.14286,,9257.86,8835.87090992391,5913,2220.17344717248
Honduras,HND,2020-06-22,558.71429,,9394.06,8951.93917444917,6044,2284.64647185985
Honduras,HND,2020-06-23,596.85714,,9473.98,9089.37192225577,6168,2442.96955873046
Honduras,HND,2020-06-24,612.42857,,9675.78,9252.76404481601,6284,2515.4663670881
Honduras,HND,2020-06-25,610.28571,,9920.35,9446.55886599898,6393,2521.93090603069
Honduras,HND,2020-06-26,661,,10198.45,9675.03967315865,6493,2755.33908581643
Honduras,HND,2020-06-27,676.57143,,10470.41,9941.94418533166,6584,2852.33442884119
Honduras,HND,2020-06-28,679.57143,,10743.41,10249.7045293364,6667,2905.11982549815
Honduras,HND,2020-06-29,759,,10875.51,10598.8491954979,6742,3298.48651356982
Honduras,HND,2020-06-30,780.28571,,10940.15,10987.3132936981,6808,3455.62149627073
Honduras,HND,2020-07-01,802.14286,,11131.58,11409.320427641,6865,3628.37037381141
Honduras,HND,2020-07-02,813,,11412.9,11854.6709705382,6915,3763.85881181305
Honduras,HND,2020-07-03,822,,11662.78,12308.6755878034,6958,3901.86725456161
Honduras,HND,2020-07-04,874.57143,,11779.04,12752.3616482839,6994,4262.62488464939
Honduras,HND,2020-07-05,844.85714,,11794.4,13162.9647407376,7024,4232.38830363939
Honduras,HND,2020-07-06,837.28571,,11646.42,13515.0715859608,7048,4313.36552137206
Honduras,HND,2020-07-07,835.28571,,11508.47,13782.2681739007,7066,4424.70540783507
Honduras,HND,2020-07-08,838.57143,,11434.69,13939.1251916311,7078,4564.32645420944
Honduras,HND,2020-07-09,816.57143,,11486.37,13963.8363182934,7085,4560.21862900425
Honduras,HND,2020-07-10,752,,11543.43,13840.7553791294,7087,4299.28300559508
Honduras,HND,2020-07-11,705.28571,,11575.39,13562.7234129712,7085,4115.41131766824
Honduras,HND,2020-07-12,666,,11615.8,13133.3015191892,7078,3951.16597091076
Honduras,HND,2020-07-13,592.42857,,11497.58,12567.058685303,7068,3557.00669457672
Honduras,HND,2020-07-14,559.14286,,11328.61,11888.1789728184,7054,3379.47074064005
Honduras,HND,2020-07-15,525.42857,,11304.21,11128.3367800795,7037,3177.7666493383
Honduras,HND,2020-07-16,579.71429,,11293.79,10323.0011332931,7018,3485.66390731326
Honduras,HND,2020-07-17,640.42857,,11289.93,9507.32038834102,6996,3802.14934594365
Honduras,HND,2020-07-18,670.28571,,11253.38,8712.87095839081,6973,3901.60231252441
Honduras,HND,2020-07-19,744.28571,,11073.47,7965.55728023364,6948,4217.77367913797
Honduras,HND,2020-07-20,820.71429,,10818.14,7284.73040582096,6923,4496.93701855279
Honduras,HND,2020-07-21,861.71429,,10506.2,6683.54800845868,6897,4535.92016285275
Honduras,HND,2020-07-22,891.28571,,10336.59,6169.67891530759,6870,4480.80494957865
Honduras,HND,2020-07-23,866.57143,,10189.06,5746.6244975603,6843,4139.87560733123
Honduras,HND,2020-07-24,862.14286,,10074.88,5415.02253529998,6815,3897.96356877806
Honduras,HND,2020-07-25,830.57143,,9961.23,5173.89283934495,6788,3543.45547559676
Honduras,HND,2020-07-26,806.42857,,9825.18,5021.78930779702,6760,3240.79644403893
Honduras,HND,2020-07-27,777.28571,,9579.4,4957.70297084122,6733,2940.96302672759
Honduras,HND,2020-07-28,732.85714,,9329.23,4981.63126734851,6705,2612.58555873232
Honduras,HND,2020-07-29,730.71429,,9134.63,5094.15572844459,6678,2458.9524728054
Honduras,HND,2020-07-30,691.71429,,9045.36,5295.83318843265,6651,2203.4828704099
Honduras,HND,2020-07-31,646.28571,,8957.97,5586.3095067075,6624,1955.90760002425
Honduras,HND,2020-08-01,691.85714,,8897.84,5963.06451342588,6597,1997.4349632679
Honduras,HND,2020-08-02,606.71429,,8840.71,6420.45400526336,6571,1678.41405392284
Honduras,HND,2020-08-03,560.14286,,8696.87,6948.51174408473,6544,1491.56984394002
Honduras,HND,2020-08-04,579,,8487.61,7531.96879024565,6518,1490.71443906705
Honduras,HND,2020-08-05,548.42857,,8408.61,8149.20229141055,6492,1371.08302585965
Honduras,HND,2020-08-06,593.42857,,8369.76,8771.76159154331,6467,1446.34481705089
Honduras,HND,2020-08-07,618.42857,,8331.33,9365.23747441544,6441,1474.81722843064
Honduras,HND,2020-08-08,566.14286,,8279.11,9891.22022572295,6416,1325.40551187738
Honduras,HND,2020-08-09,613,,8217.15,10310.6557441857,6391,1412.9604933521
Honduras,HND,2020-08-10,608.14286,,8055.48,10589.7093790785,6367,1383.71231258883
Honduras,HND,2020-08-11,582.57143,,7864.08,10705.433490218,6342,1311.43333841704
Honduras,HND,2020-08-12,586.28571,,7802.51,10650.0383882402,6318,
Honduras,HND,2020-08-13,508.42857,,7752.74,10431.6088436974,6294,
Honduras,HND,2020-08-14,469.57143,,7716.25,10072.5102741038,6270,
Honduras,HND,2020-08-15,443.14286,,7688.4,9605.36138376644,6247,
Honduras,HND,2020-08-16,429,,7614.52,9066.86094093863,6223,
Honduras,HND,2020-08-17,435.42857,,7462.35,8493.2143412994,6200,
Honduras,HND,2020-08-18,446.14286,,7297.85,7917.03678192486,6177,
Honduras,HND,2020-08-19,466.71429,,7204.93,7365.27002162809,6154,
Honduras,HND,2020-08-20,519.85714,,7160.08,6858.25955161924,6132,
Honduras,HND,2020-08-21,539.57143,,7148.85,6410.12349954096,6110,
Honduras,HND,2020-08-22,559.14286,,7092.09,6029.58093005326,6087,
Honduras,HND,2020-08-23,572,,7050.88,5720.85415377985,6065,
Honduras,HND,2020-08-24,572.71429,,6962.19,5484.75236231873,6050,
Honduras,HND,2020-08-25,640.57143,,6844.75,5319.79706609313,6035,
Honduras,HND,2020-08-26,544.14286,,6785.64,5223.06762255927,6020,
Honduras,HND,2020-08-27,621.85714,,6734.66,5191.10384551385,6005,
Honduras,HND,2020-08-28,692.85714,,6697.73,5219.92153771272,5993,
Honduras,HND,2020-08-29,775.57143,,6594.74,5305.04769851024,5982,
Honduras,HND,2020-08-30,808.85714,,6537.03,5441.62812229064,5973,
Honduras,HND,2020-08-31,809,,6457.32,5624.20521357733,5965,
Honduras,HND,2020-09-01,790.71429,,6351.34,5846.34402422743,5958,
Honduras,HND,2020-09-02,898.57143,,6276.99,6100.35772182697,5953,
Honduras,HND,2020-09-03,839.57143,,6206.42,6377.02113807979,5949,
Honduras,HND,2020-09-04,784.14286,,6152.53,6665.25247482359,5947,
Honduras,HND,2020-09-05,712.57143,,6090.07,6952.17657169673,5946,
Honduras,HND,2020-09-06,672.42857,,6011.52,7223.75099855185,5947,
Honduras,HND,2020-09-07,655.71429,,5943.85,7465.7120092506,5949,
Honduras,HND,2020-09-08,542.85714,,5837.02,7664.67413839779,5952,
Honduras,HND,2020-09-09,492.71429,,5781.29,7809.27119284892,5957,
Honduras,HND,2020-09-10,438.71429,,5710.41,7890.97353343467,5964,
Honduras,HND,2020-09-11,377.71429,,5666.93,7904.54064292419,5973,
Honduras,HND,2020-09-12,321.57143,,5578.75,7848.44855791879,5983,
Honduras,HND,2020-09-13,397.71429,,5489.95,7724.70937464425,5994,
Honduras,HND,2020-09-14,432.14286,,5368.7,7538.25483155711,6008,
Honduras,HND,2020-09-15,543.71429,,5241.39,,6023,
Honduras,HND,2020-09-16,486,,5104.92,,6040,
Honduras,HND,2020-09-17,580.42857,,4965.91,6686.24992514067,6059,
Honduras,HND,2020-09-18,616.85714,,4867.74,6339.7229943735,6079,
Honduras,HND,2020-09-19,651.71429,,4781.27,5980.79549009091,6102,
Honduras,HND,2020-09-20,572.42857,,4701.42,5620.50552598415,6127,
Honduras,HND,2020-09-21,546.71429,,4616.33,5268.91017171866,6154,
Honduras,HND,2020-09-22,493.57143,,4521.14,4934.63678564358,6183,
Honduras,HND,2020-09-23,526.57143,,4428.62,4624.5891821023,6214,
Honduras,HND,2020-09-24,430.71429,,4354.65,4343.89036057858,6247,
Honduras,HND,2020-09-25,439,,4296.91,4096.09533719901,6283,
Honduras,HND,2020-09-26,461.28571,,4204.33,3883.59131539076,6322,
Honduras,HND,2020-09-27,486.42857,,4131.19,3708.0650886211,6363,
Honduras,HND,2020-09-28,499,,4053.05,3570.39705224403,6406,
Honduras,HND,2020-09-29,494.57143,,3963.4,3470.38011540604,6453,
Honduras,HND,2020-09-30,541.71429,,3863.53,3406.2553674754,6502,
Honduras,HND,2020-10-01,603.57143,,3815.27,3374.40967146336,6554,
Honduras,HND,2020-10-02,629.28571,,3743.52,3369.91337840887,6609,
Honduras,HND,2020-10-03,632.71429,,3690.25,3386.33441108494,6667,
Honduras,HND,2020-10-04,605.71429,,3626.43,3417.25128250391,6729,
Honduras,HND,2020-10-05,645.71429,,3576.17,3457.61905081046,,
Honduras,HND,2020-10-06,640.42857,,3495.83,3503.60123355485,,
Honduras,HND,2020-10-07,652,,3434.75,3547.02546855067,,
Honduras,HND,2020-10-08,588,,3381.4,3590.23627034754,,
Honduras,HND,2020-10-09,582,,3333.7,3634.63182517559,,
Honduras,HND,2020-10-10,611.85714,,3279.55,3676.81983992881,,
Honduras,HND,2020-10-11,622.57143,,3234.88,3718.8481492511,,
Honduras,HND,2020-10-12,636,,3187.82,3765.66549115345,,
Honduras,HND,2020-10-13,627.57143,,3124.62,3810.94277166418,,
Honduras,HND,2020-10-14,598.57143,,3063.39,3854.30101142431,,
Honduras,HND,2020-10-15,634.57143,,3021.09,3893.13287466234,,
Honduras,HND,2020-10-16,631,,2973.27,3932.54847016453,,
Honduras,HND,2020-10-17,591.28571,,2942.21,3972.132019365,,
Honduras,HND,2020-10-18,635.42857,,2915.28,4009.50248610662,,
Honduras,HND,2020-10-19,620.57143,,2881.98,4044.32935234015,,
Honduras,HND,2020-10-20,709.71429,,2834.41,4078.06653093118,,
Honduras,HND,2020-10-21,768.57143,,2800.57,4109.24166602131,,
Honduras,HND,2020-10-22,802.85714,,2761.22,4137.84091026404,,
Honduras,HND,2020-10-23,774.28571,,2712.33,,,
Honduras,HND,2020-10-24,741.57143,,2686.42,,,
Honduras,HND,2020-10-25,732.85714,,2655.12,4231.3188741333,,
Honduras,HND,2020-10-26,684.14286,,2611.37,4260.79105080368,,
Honduras,HND,2020-10-27,655,,2575.62,,,
Honduras,HND,2020-10-28,627.28571,,2546.84,,,
Honduras,HND,2020-10-29,588.71429,,2507.06,,,
Honduras,HND,2020-10-30,663,,2464.45,,,
Honduras,HND,2020-10-31,715.14286,,2436.31,,,
Honduras,HND,2020-11-01,668.57143,,2397.21,,,
Honduras,HND,2020-11-02,714,,,,,
Honduras,HND,2020-11-03,634.14286,,,,,
Honduras,HND,2020-11-04,580.71429,,,,,
Honduras,HND,2020-11-05,560.71429,,,,,
Honduras,HND,2020-11-06,456.71429,,,,,
Honduras,HND,2020-11-07,384,,,,,
Honduras,HND,2020-11-08,376.71429,,,,,
Honduras,HND,2020-11-09,328,,,,,
Honduras,HND,2020-11-10,309.71429,,,,,
Honduras,HND,2020-11-11,302.28571,,,,,
Hong Kong,HKG,2020-05-01,,,0,,,
Hong Kong,HKG,2020-05-02,,,0.38,,,
Hong Kong,HKG,2020-05-03,,,0.68,,,
Hong Kong,HKG,2020-05-04,,,0.72,,,
Hong Kong,HKG,2020-05-05,,,0.89,,,
Hong Kong,HKG,2020-05-06,,,1.16,,,
Hong Kong,HKG,2020-05-07,,,0.91,,,
Hong Kong,HKG,2020-05-08,,,1.25,,,
Hong Kong,HKG,2020-05-09,,,1.38,,,
Hong Kong,HKG,2020-05-10,,,1.62,,,
Hong Kong,HKG,2020-05-11,,,1.8,,,
Hong Kong,HKG,2020-05-12,,,1.97,,,
Hong Kong,HKG,2020-05-13,,,2.31,,,
Hong Kong,HKG,2020-05-14,,,2.49,,,
Hong Kong,HKG,2020-05-15,,,2.76,,,
Hong Kong,HKG,2020-05-16,,,2.89,,,
Hong Kong,HKG,2020-05-17,,,3.29,,,
Hong Kong,HKG,2020-05-18,,,3.27,,,
Hong Kong,HKG,2020-05-19,,,3.96,,,
Hong Kong,HKG,2020-05-20,,,4.12,,,
Hong Kong,HKG,2020-05-21,,,4.62,,,
Hong Kong,HKG,2020-05-22,,,4.98,,,
Hong Kong,HKG,2020-05-23,,,5.65,,,
Hong Kong,HKG,2020-05-24,,,5.47,,,
Hong Kong,HKG,2020-05-25,,,6.73,,,
Hong Kong,HKG,2020-05-26,,,7.06,,,
Hong Kong,HKG,2020-05-27,,,7.93,,,
Hong Kong,HKG,2020-05-28,,,7.84,,,
Hong Kong,HKG,2020-05-29,,,8.48,,,
Hong Kong,HKG,2020-05-30,,,9.11,,,
Hong Kong,HKG,2020-05-31,,,9.97,,,
Hong Kong,HKG,2020-06-01,,,10.1,,,
Hong Kong,HKG,2020-06-02,,,11.74,,,
Hong Kong,HKG,2020-06-03,,,12.45,,,
Hong Kong,HKG,2020-06-04,,,13.7,,,
Hong Kong,HKG,2020-06-05,,,14.29,,,
Hong Kong,HKG,2020-06-06,,,14.86,,,
Hong Kong,HKG,2020-06-07,,,16.96,,,
Hong Kong,HKG,2020-06-08,,,17.46,,,
Hong Kong,HKG,2020-06-09,,,19.39,,,
Hong Kong,HKG,2020-06-10,,,20.62,,,
Hong Kong,HKG,2020-06-11,,,21.33,,,
Hong Kong,HKG,2020-06-12,,,22.75,,,
Hong Kong,HKG,2020-06-13,,,25.37,,,
Hong Kong,HKG,2020-06-14,,,28.28,,,
Hong Kong,HKG,2020-06-15,,,30.51,,,
Hong Kong,HKG,2020-06-16,,,31.97,,,
Hong Kong,HKG,2020-06-17,,,33.03,,,
Hong Kong,HKG,2020-06-18,,,35.71,,,
Hong Kong,HKG,2020-06-19,,,39.63,,,
Hong Kong,HKG,2020-06-20,,,42.55,,,
Hong Kong,HKG,2020-06-21,,,45.76,,,
Hong Kong,HKG,2020-06-22,,,48.44,,,
Hong Kong,HKG,2020-06-23,,,52.66,,,
Hong Kong,HKG,2020-06-24,,,56.04,,,
Hong Kong,HKG,2020-06-25,,,60.69,,,
Hong Kong,HKG,2020-06-26,,,64.5,,,
Hong Kong,HKG,2020-06-27,,,68.66,,,
Hong Kong,HKG,2020-06-28,,,74.55,,,
Hong Kong,HKG,2020-06-29,,,77.6,,,
Hong Kong,HKG,2020-06-30,,,84.34,,,
Hong Kong,HKG,2020-07-01,,,90.35,,,
Hong Kong,HKG,2020-07-02,,,97.63,,,
Hong Kong,HKG,2020-07-03,,,102.6,,,
Hong Kong,HKG,2020-07-04,,,108.68,,,
Hong Kong,HKG,2020-07-05,,,116.97,,,
Hong Kong,HKG,2020-07-06,,,125.35,,,
Hong Kong,HKG,2020-07-07,,,135.22,,,
Hong Kong,HKG,2020-07-08,,,143.9,,,
Hong Kong,HKG,2020-07-09,,,156.08,,,
Hong Kong,HKG,2020-07-10,,,165.59,,,
Hong Kong,HKG,2020-07-11,,,177.93,,,
Hong Kong,HKG,2020-07-12,,,192.96,,,
Hong Kong,HKG,2020-07-13,,,208.65,,,
Hong Kong,HKG,2020-07-14,,,220.33,,,
Hong Kong,HKG,2020-07-15,,,235.42,,,
Hong Kong,HKG,2020-07-16,,,250.23,,,
Hong Kong,HKG,2020-07-17,,,260.08,,,
Hong Kong,HKG,2020-07-18,,,280.27,,,
Hong Kong,HKG,2020-07-19,,,290.22,,,
Hong Kong,HKG,2020-07-20,,,300.26,,,
Hong Kong,HKG,2020-07-21,,,305.49,,,
Hong Kong,HKG,2020-07-22,,,304.64,,,
Hong Kong,HKG,2020-07-23,,,304.7,,,
Hong Kong,HKG,2020-07-24,,,305.1,,,
Hong Kong,HKG,2020-07-25,,,308.74,,,
Hong Kong,HKG,2020-07-26,,,314.27,,,
Hong Kong,HKG,2020-07-27,,,308.69,,,
Hong Kong,HKG,2020-07-28,,,308.74,,,
Hong Kong,HKG,2020-07-29,,,308.07,,,
Hong Kong,HKG,2020-07-30,,,311.68,,,
Hong Kong,HKG,2020-07-31,,,314.68,,,
Hong Kong,HKG,2020-08-01,,,308.83,,,
Hong Kong,HKG,2020-08-02,,,305.64,,,
Hong Kong,HKG,2020-08-03,,,298.21,,,
Hong Kong,HKG,2020-08-04,,,290.86,,,
Hong Kong,HKG,2020-08-05,,,274.48,,,
Hong Kong,HKG,2020-08-06,,,262.26,,,
Hong Kong,HKG,2020-08-07,,,254.3,,,
Hong Kong,HKG,2020-08-08,,,244.76,,,
Hong Kong,HKG,2020-08-09,,,232.58,,,
Hong Kong,HKG,2020-08-10,,,230.5,,,
Hong Kong,HKG,2020-08-11,,,221.8,,,
Hong Kong,HKG,2020-08-12,,,210.71,,,
Hong Kong,HKG,2020-08-13,,,205.3,,,
Hong Kong,HKG,2020-08-14,,,198.15,,,
Hong Kong,HKG,2020-08-15,,,191.91,,,
Hong Kong,HKG,2020-08-16,,,183.65,,,
Hong Kong,HKG,2020-08-17,,,177.37,,,
Hong Kong,HKG,2020-08-18,,,168.22,,,
Hong Kong,HKG,2020-08-19,,,156.77,,,
Hong Kong,HKG,2020-08-20,,,145.82,,,
Hong Kong,HKG,2020-08-21,,,134.83,,,
Hong Kong,HKG,2020-08-22,,,123.9,,,
Hong Kong,HKG,2020-08-23,,,116.63,,,
Hong Kong,HKG,2020-08-24,,,106.93,,,
Hong Kong,HKG,2020-08-25,,,104.28,,,
Hong Kong,HKG,2020-08-26,,,96.55,,,
Hong Kong,HKG,2020-08-27,,,88.68,,,
Hong Kong,HKG,2020-08-28,,,85.06,,,
Hong Kong,HKG,2020-08-29,,,79.69,,,
Hong Kong,HKG,2020-08-30,,,74.52,,,
Hong Kong,HKG,2020-08-31,,,69.52,,,
Hong Kong,HKG,2020-09-01,,,65.49,,,
Hong Kong,HKG,2020-09-02,,,60.92,,,
Hong Kong,HKG,2020-09-03,,,54.9,,,
Hong Kong,HKG,2020-09-04,,,50.42,,,
Hong Kong,HKG,2020-09-05,,,46.12,,,
Hong Kong,HKG,2020-09-06,,,42.03,,,
Hong Kong,HKG,2020-09-07,,,40.54,,,
Hong Kong,HKG,2020-09-08,,,36.12,,,
Hong Kong,HKG,2020-09-09,,,33.99,,,
Hong Kong,HKG,2020-09-10,,,31.55,,,
Hong Kong,HKG,2020-09-11,,,29.31,,,
Hong Kong,HKG,2020-09-12,,,27.68,,,
Hong Kong,HKG,2020-09-13,,,25.16,,,
Hong Kong,HKG,2020-09-14,,,24.24,,,
Hong Kong,HKG,2020-09-15,,,22.4,,,
Hong Kong,HKG,2020-09-16,,,19.74,,,
Hong Kong,HKG,2020-09-17,,,18.6,,,
Hong Kong,HKG,2020-09-18,,,17.44,,,
Hong Kong,HKG,2020-09-19,,,15.84,,,
Hong Kong,HKG,2020-09-20,,,14.69,,,
Hong Kong,HKG,2020-09-21,,,13.59,,,
Hong Kong,HKG,2020-09-22,,,12.97,,,
Hong Kong,HKG,2020-09-23,,,12.06,,,
Hong Kong,HKG,2020-09-24,,,11.24,,,
Hong Kong,HKG,2020-09-25,,,10.25,,,
Hong Kong,HKG,2020-09-26,,,10.02,,,
Hong Kong,HKG,2020-09-27,,,8.89,,,
Hong Kong,HKG,2020-09-28,,,8.9,,,
Hong Kong,HKG,2020-09-29,,,7.54,,,
Hong Kong,HKG,2020-09-30,,,7.58,,,
Hong Kong,HKG,2020-10-01,,,7.04,,,
Hong Kong,HKG,2020-10-02,,,6.1,,,
Hong Kong,HKG,2020-10-03,,,5.86,,,
Hong Kong,HKG,2020-10-04,,,5.51,,,
Hong Kong,HKG,2020-10-05,,,5.35,,,
Hong Kong,HKG,2020-10-06,,,5.03,,,
Hong Kong,HKG,2020-10-07,,,4.12,,,
Hong Kong,HKG,2020-10-08,,,4.53,,,
Hong Kong,HKG,2020-10-09,,,3.98,,,
Hong Kong,HKG,2020-10-10,,,3.68,,,
Hong Kong,HKG,2020-10-11,,,3.67,,,
Hong Kong,HKG,2020-10-12,,,3.27,,,
Hong Kong,HKG,2020-10-13,,,3,,,
Hong Kong,HKG,2020-10-14,,,3.03,,,
Hong Kong,HKG,2020-10-15,,,2.95,,,
Hong Kong,HKG,2020-10-16,,,2.74,,,
Hong Kong,HKG,2020-10-17,,,2.52,,,
Hong Kong,HKG,2020-10-18,,,2.55,,,
Hong Kong,HKG,2020-10-19,,,2.37,,,
Hong Kong,HKG,2020-10-20,,,2.23,,,
Hong Kong,HKG,2020-10-21,,,2.01,,,
Hong Kong,HKG,2020-10-22,,,2,,,
Hong Kong,HKG,2020-10-23,,,2.03,,,
Hong Kong,HKG,2020-10-24,,,2.14,,,
Hong Kong,HKG,2020-10-25,,,1.59,,,
Hong Kong,HKG,2020-10-26,,,1.55,,,
Hong Kong,HKG,2020-10-27,,,1.59,,,
Hong Kong,HKG,2020-10-28,,,1.55,,,
Hong Kong,HKG,2020-10-29,,,1.36,,,
Hong Kong,HKG,2020-10-30,,,1.23,,,
Hong Kong,HKG,2020-10-31,,,1.23,,,
Hong Kong,HKG,2020-11-01,,,1.27,,,
Hungary,HUN,2020-02-04,,,,0,,
Hungary,HUN,2020-02-05,,,,0,,
Hungary,HUN,2020-02-06,,,,0,,
Hungary,HUN,2020-02-07,,,,0,,
Hungary,HUN,2020-02-08,,,,0,,
Hungary,HUN,2020-02-09,,,,0,,
Hungary,HUN,2020-02-10,,,,0,,
Hungary,HUN,2020-02-11,,,,0,,
Hungary,HUN,2020-02-12,,,,0,,
Hungary,HUN,2020-02-13,,,,1.324318332555,,
Hungary,HUN,2020-02-14,,,,2.99839124261484,,
Hungary,HUN,2020-02-15,,,,4.59234962874187,,
Hungary,HUN,2020-02-16,,,0,6.70341345280185,,
Hungary,HUN,2020-02-17,,,0.2,8.8475334153387,,
Hungary,HUN,2020-02-18,,,0.44,10.2787590855558,,
Hungary,HUN,2020-02-19,,,0.6,12.0183456544262,,
Hungary,HUN,2020-02-20,,,0.84,14.1231480750494,73,
Hungary,HUN,2020-02-21,,,1.19,16.6542513703631,73,
Hungary,HUN,2020-02-22,,,1.35,19.675042650988,73,
Hungary,HUN,2020-02-23,,,1.99,23.248820790841,73,
Hungary,HUN,2020-02-24,,,2.49,27.4363992067243,73,
Hungary,HUN,2020-02-25,,,3.66,32.294650184729,73,
Hungary,HUN,2020-02-26,,,4.17,37.877124951983,73,
Hungary,HUN,2020-02-27,,,5.7,44.2371834714446,73,
Hungary,HUN,2020-02-28,,,7.08,51.4332223394689,73,
Hungary,HUN,2020-02-29,,,9.95,59.5367633012223,205,
Hungary,HUN,2020-03-01,,,12.37,68.6421737778331,204,
Hungary,HUN,2020-03-02,,,16.75,78.8773436550472,215,
Hungary,HUN,2020-03-03,,,20.53,90.4159432524411,238,
Hungary,HUN,2020-03-04,,,27.65,103.490336470174,287,
Hungary,HUN,2020-03-05,,,35.99,118.402852844473,362,
Hungary,HUN,2020-03-06,,,45.86,135.538101603382,422,
Hungary,HUN,2020-03-07,,,60.84,155.375956408258,476,
Hungary,HUN,2020-03-08,2.33333,,79.72,178.500955619854,542,
Hungary,HUN,2020-03-09,2,,106.8,205.606775886656,622,
Hungary,HUN,2020-03-10,1.8,,144.71,237.490164955689,724,
Hungary,HUN,2020-03-11,2,,193.77,275.035814023534,834,
Hungary,HUN,2020-03-12,1.83333,,249.41,319.18402237841,949,27.6114974711789
Hungary,HUN,2020-03-13,2,,327.86,370.879580547713,1075,36.0589234361639
Hungary,HUN,2020-03-14,3,,431.14,430.999861220706,1216,55.4615888219093
Hungary,HUN,2020-03-15,3.42857,,562.5,500.274532111095,1372,64.9686749284978
Hungary,HUN,2020-03-16,4.42857,,693.58,579.196020833923,1537,85.9492707623454
Hungary,HUN,2020-03-17,5.85714,,802.44,667.907203139539,1703,116.333144789832
Hungary,HUN,2020-03-18,5.42857,,955.83,766.086310861254,1865,110.278055938531
Hungary,HUN,2020-03-19,8.57143,,1113.35,872.849729496265,2017,177.889138965119
Hungary,HUN,2020-03-20,9.85714,,1266.18,986.687823052631,2153,208.823200490639
