Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (YYG, lower)","Daily new estimated infections of COVID-19 (YYG, upper)"
Croatia,HRV,2020-02-16,0,,,,
Croatia,HRV,2020-02-17,0,,,,
Croatia,HRV,2020-02-18,0,,,,
Croatia,HRV,2020-02-19,0,,,,
Croatia,HRV,2020-02-20,0,,,,
Croatia,HRV,2020-02-21,0,,,,
Croatia,HRV,2020-02-22,0,,,,
Croatia,HRV,2020-02-23,0,,,,
Croatia,HRV,2020-02-24,0,,74,38,104
Croatia,HRV,2020-02-25,0,,74,38,104
Croatia,HRV,2020-02-26,0.14286,,74,38,104
Croatia,HRV,2020-02-27,0.28571,,74,38,104
Croatia,HRV,2020-02-28,0.42857,,74,38,104
Croatia,HRV,2020-02-29,0.71429,,74,38,104
Croatia,HRV,2020-03-01,0.71429,,74,38,104
Croatia,HRV,2020-03-02,1,,74,38,104
Croatia,HRV,2020-03-03,1.14286,,74,38,104
Croatia,HRV,2020-03-04,1.14286,,175,93,264
Croatia,HRV,2020-03-05,1.16667,,174,93,262
Croatia,HRV,2020-03-06,1.16667,,180,96,276
Croatia,HRV,2020-03-07,1,,193,103,299
Croatia,HRV,2020-03-08,1.16667,,220,117,348
Croatia,HRV,2020-03-09,1,,262,135,430
Croatia,HRV,2020-03-10,1,,294,151,493
Croatia,HRV,2020-03-11,1,,318,159,542
Croatia,HRV,2020-03-12,1.4,,344,166,599
Croatia,HRV,2020-03-13,3,,372,171,666
Croatia,HRV,2020-03-14,4,,405,182,745
Croatia,HRV,2020-03-15,5,,436,188,824
Croatia,HRV,2020-03-16,6,,461,191,895
Croatia,HRV,2020-03-17,6.28571,,483,191,942
Croatia,HRV,2020-03-18,8,,501,195,999
Croatia,HRV,2020-03-19,9.28571,,517,197,1070
Croatia,HRV,2020-03-20,11.28571,,528,198,1152
Croatia,HRV,2020-03-21,13.57143,,534,199,1130
Croatia,HRV,2020-03-22,24.14286,,535,198,1178
Croatia,HRV,2020-03-23,26.71429,,532,199,1142
Croatia,HRV,2020-03-24,35.71429,,525,199,1162
Croatia,HRV,2020-03-25,44.71429,,515,200,1150
Croatia,HRV,2020-03-26,48.14286,,503,199,1103
Croatia,HRV,2020-03-27,55.85714,,490,199,1055
Croatia,HRV,2020-03-28,65.71429,,475,199,1020
Croatia,HRV,2020-03-29,64.42857,,461,198,975
Croatia,HRV,2020-03-30,68.28571,,447,198,947
Croatia,HRV,2020-03-31,69.14286,,434,196,916
Croatia,HRV,2020-04-01,69.28571,,420,195,889
Croatia,HRV,2020-04-02,77.85714,,408,193,861
Croatia,HRV,2020-04-03,73.71429,,396,187,826
Croatia,HRV,2020-04-04,70.42857,,384,180,784
Croatia,HRV,2020-04-05,67,,373,174,746
Croatia,HRV,2020-04-06,67,,362,169,713
Croatia,HRV,2020-04-07,61.71429,,352,162,691
Croatia,HRV,2020-04-08,59.28571,,343,157,666
Croatia,HRV,2020-04-09,54.28571,,333,153,643
Croatia,HRV,2020-04-10,56.57143,,324,152,617
Croatia,HRV,2020-04-11,59.42857,,316,149,600
Croatia,HRV,2020-04-12,58.28571,,308,143,588
Croatia,HRV,2020-04-13,59.71429,,300,140,576
Croatia,HRV,2020-04-14,61.14286,,292,134,564
Croatia,HRV,2020-04-15,60.28571,,285,129,549
Croatia,HRV,2020-04-16,56.85714,,278,125,535
Croatia,HRV,2020-04-17,54.85714,,271,121,524
Croatia,HRV,2020-04-18,45.57143,,265,118,511
Croatia,HRV,2020-04-19,42.57143,,259,115,503
Croatia,HRV,2020-04-20,38.71429,,253,112,488
Croatia,HRV,2020-04-21,33,,247,109,479
Croatia,HRV,2020-04-22,29.14286,,241,105,470
Croatia,HRV,2020-04-23,29.85714,,235,100,463
Croatia,HRV,2020-04-24,27.14286,,230,96,454
Croatia,HRV,2020-04-25,27.85714,,224,93,447
Croatia,HRV,2020-04-26,26.28571,,219,89,439
Croatia,HRV,2020-04-27,22.71429,,214,86,432
Croatia,HRV,2020-04-28,22.57143,,209,83,421
Croatia,HRV,2020-04-29,19.85714,,204,80,410
Croatia,HRV,2020-04-30,16,,200,77,399
Croatia,HRV,2020-05-01,13.57143,,195,75,389
Croatia,HRV,2020-05-02,10.85714,,191,73,380
Croatia,HRV,2020-05-03,10.28571,,186,71,371
Croatia,HRV,2020-05-04,9.42857,,182,69,364
Croatia,HRV,2020-05-05,8.85714,,178,66,355
Croatia,HRV,2020-05-06,9.28571,,174,64,349
Croatia,HRV,2020-05-07,8.14286,,170,62,343
Croatia,HRV,2020-05-08,7,,166,60,337
Croatia,HRV,2020-05-09,10.85714,,162,58,332
Croatia,HRV,2020-05-10,12.57143,,159,57,327
Croatia,HRV,2020-05-11,13,,156,55,323
Croatia,HRV,2020-05-12,13.57143,,153,55,317
Croatia,HRV,2020-05-13,13.57143,,150,55,312
Croatia,HRV,2020-05-14,13.42857,,148,55,306
Croatia,HRV,2020-05-15,13.71429,,146,55,301
Croatia,HRV,2020-05-16,8.71429,,145,56,298
Croatia,HRV,2020-05-17,6.85714,,144,56,296
Croatia,HRV,2020-05-18,5.57143,,143,54,294
Croatia,HRV,2020-05-19,4.57143,,144,53,292
Croatia,HRV,2020-05-20,3.57143,,145,52,291
Croatia,HRV,2020-05-21,3,,146,53,294
Croatia,HRV,2020-05-22,2.28571,,149,53,308
Croatia,HRV,2020-05-23,3,,152,52,319
Croatia,HRV,2020-05-24,2.71429,,156,51,335
Croatia,HRV,2020-05-25,2.57143,,161,51,353
Croatia,HRV,2020-05-26,2.28571,,168,52,369
Croatia,HRV,2020-05-27,1.71429,,175,53,385
Croatia,HRV,2020-05-28,1.42857,,183,55,403
Croatia,HRV,2020-05-29,1.14286,,192,59,429
Croatia,HRV,2020-05-30,0.28571,,203,63,455
Croatia,HRV,2020-05-31,0.42857,,214,67,480
Croatia,HRV,2020-06-01,0.28571,,226,71,507
Croatia,HRV,2020-06-02,0.28571,,240,75,539
Croatia,HRV,2020-06-03,0.28571,,254,80,574
Croatia,HRV,2020-06-04,0.28571,,270,85,611
Croatia,HRV,2020-06-05,0.28571,,287,91,639
Croatia,HRV,2020-06-06,0.28571,,305,98,675
Croatia,HRV,2020-06-07,0.14286,,324,105,716
Croatia,HRV,2020-06-08,0.14286,,344,113,758
Croatia,HRV,2020-06-09,0.14286,,366,121,803
Croatia,HRV,2020-06-10,0.14286,,389,130,851
Croatia,HRV,2020-06-11,0.42857,,414,140,904
Croatia,HRV,2020-06-12,0.28571,,440,151,952
Croatia,HRV,2020-06-13,0.28571,,468,162,1001
Croatia,HRV,2020-06-14,0.57143,,498,174,1044
Croatia,HRV,2020-06-15,0.71429,,529,187,1100
Croatia,HRV,2020-06-16,1,,562,202,1153
Croatia,HRV,2020-06-17,1.14286,,597,216,1197
Croatia,HRV,2020-06-18,1.28571,,634,232,1258
Croatia,HRV,2020-06-19,2.85714,,673,249,1322
Croatia,HRV,2020-06-20,4.42857,,713,267,1402
Croatia,HRV,2020-06-21,6.85714,,756,285,1477
Croatia,HRV,2020-06-22,9.28571,,800,301,1560
Croatia,HRV,2020-06-23,11.71429,,845,319,1638
Croatia,HRV,2020-06-24,15.85714,,893,338,1709
Croatia,HRV,2020-06-25,18.57143,,942,356,1801
Croatia,HRV,2020-06-26,30.57143,,992,381,1863
Croatia,HRV,2020-06-27,37,,1044,408,1907
Croatia,HRV,2020-06-28,46.42857,,1096,436,2014
Croatia,HRV,2020-06-29,53.42857,,1149,466,2085
Croatia,HRV,2020-06-30,55.57143,,1203,497,2151
Croatia,HRV,2020-07-01,58.71429,,1257,526,2235
Croatia,HRV,2020-07-02,63.28571,,1310,549,2310
Croatia,HRV,2020-07-03,61.28571,,1362,572,2387
Croatia,HRV,2020-07-04,67,,1413,594,2467
Croatia,HRV,2020-07-05,67.14286,,1462,613,2554
Croatia,HRV,2020-07-06,65.71429,,1508,629,2608
Croatia,HRV,2020-07-07,70.71429,,1551,640,2667
Croatia,HRV,2020-07-08,70.71429,,1590,667,2699
Croatia,HRV,2020-07-09,70.57143,,1626,687,2732
Croatia,HRV,2020-07-10,72,,1657,723,2759
Croatia,HRV,2020-07-11,74.85714,,1683,743,2802
Croatia,HRV,2020-07-12,82.57143,,1705,759,2818
Croatia,HRV,2020-07-13,81.57143,,1721,758,2834
Croatia,HRV,2020-07-14,79.28571,,1733,755,2839
Croatia,HRV,2020-07-15,79.28571,,1740,761,2875
Croatia,HRV,2020-07-16,89.71429,,1742,766,2881
Croatia,HRV,2020-07-17,89,,1740,770,2897
Croatia,HRV,2020-07-18,86.42857,,1734,771,2872
Croatia,HRV,2020-07-19,80.42857,,1724,765,2846
Croatia,HRV,2020-07-20,90.28571,,1712,760,2836
Croatia,HRV,2020-07-21,85,,1697,762,2819
Croatia,HRV,2020-07-22,85,,1680,764,2789
Croatia,HRV,2020-07-23,82.42857,,1662,765,2759
Croatia,HRV,2020-07-24,85,,1643,765,2727
Croatia,HRV,2020-07-25,82.57143,,1625,769,2689
Croatia,HRV,2020-07-26,79.57143,,1607,771,2649
Croatia,HRV,2020-07-27,71.85714,,1589,775,2608
Croatia,HRV,2020-07-28,73,,1570,778,2566
Croatia,HRV,2020-07-29,71.57143,,1552,778,2522
Croatia,HRV,2020-07-30,66.14286,,1535,776,2484
Croatia,HRV,2020-07-31,62.42857,,1518,771,2436
Croatia,HRV,2020-08-01,60.42857,,1502,774,2395
Croatia,HRV,2020-08-02,61.71429,,1486,766,2383
Croatia,HRV,2020-08-03,57.57143,,1471,758,2358
Croatia,HRV,2020-08-04,59.28571,,1456,750,2318
Croatia,HRV,2020-08-05,56.42857,,1443,744,2293
Croatia,HRV,2020-08-06,54.71429,,1429,737,2256
Croatia,HRV,2020-08-07,47.57143,,1417,734,2240
Croatia,HRV,2020-08-08,46.85714,,1405,732,2227
Croatia,HRV,2020-08-09,45.57143,,1394,730,2212
Croatia,HRV,2020-08-10,49.14286,,1383,734,2184
Croatia,HRV,2020-08-11,50.42857,,1373,739,2172
Croatia,HRV,2020-08-12,60.28571,,1364,741,2161
Croatia,HRV,2020-08-13,70.57143,,1355,746,2132
Croatia,HRV,2020-08-14,92.28571,,1347,750,2124
Croatia,HRV,2020-08-15,113.14286,,1339,747,2098
Croatia,HRV,2020-08-16,125.28571,,1332,739,2102
Croatia,HRV,2020-08-17,138.14286,,1326,742,2098
Croatia,HRV,2020-08-18,143.85714,,1320,743,2086
Croatia,HRV,2020-08-19,159.28571,,1315,744,2073
Croatia,HRV,2020-08-20,172,,1310,750,2066
Croatia,HRV,2020-08-21,182.71429,,1307,754,2059
Croatia,HRV,2020-08-22,190.85714,,1303,758,2047
Croatia,HRV,2020-08-23,211.42857,,1301,754,2045
Croatia,HRV,2020-08-24,229.14286,,1299,755,2026
Croatia,HRV,2020-08-25,236.42857,,1297,753,2010
Croatia,HRV,2020-08-26,239.28571,,1297,755,2026
Croatia,HRV,2020-08-27,259.14286,,1297,749,2054
Croatia,HRV,2020-08-28,266.14286,,1297,743,2081
Croatia,HRV,2020-08-29,279.28571,,1299,730,2108
Croatia,HRV,2020-08-30,280.14286,,1301,726,2109
Croatia,HRV,2020-08-31,278.28571,,1303,724,2159
Croatia,HRV,2020-09-01,279.71429,,1307,714,2204
Croatia,HRV,2020-09-02,269.14286,,1311,701,2270
Croatia,HRV,2020-09-03,262.42857,,1316,687,2305
Croatia,HRV,2020-09-04,271.71429,,1322,676,2350
Croatia,HRV,2020-09-05,268.42857,,1328,667,2407
Croatia,HRV,2020-09-06,268.28571,,1336,659,2476
Croatia,HRV,2020-09-07,263,,1344,643,2514
Croatia,HRV,2020-09-08,258.85714,,1353,636,2541
Croatia,HRV,2020-09-09,267.28571,,1363,624,2581
Croatia,HRV,2020-09-10,271.57143,,1374,615,2676
Croatia,HRV,2020-09-11,260.42857,,1386,606,2709
Croatia,HRV,2020-09-12,239.85714,,1399,596,2787
Croatia,HRV,2020-09-13,232.71429,,1414,586,2831
Croatia,HRV,2020-09-14,224.14286,,1429,578,2878
Croatia,HRV,2020-09-15,216.71429,,1445,570,3001
Croatia,HRV,2020-09-16,209.14286,,1463,561,3103
Croatia,HRV,2020-09-17,200.42857,,1482,553,3210
Croatia,HRV,2020-09-18,194.57143,,1502,545,3353
Croatia,HRV,2020-09-19,200.85714,,1524,536,3505
Croatia,HRV,2020-09-20,193.85714,,1547,522,3658
Croatia,HRV,2020-09-21,198.42857,,1571,511,3817
Croatia,HRV,2020-09-22,199.14286,,1598,497,3949
Croatia,HRV,2020-09-23,198.14286,,1626,486,4089
Croatia,HRV,2020-09-24,187.28571,,1655,474,4236
Croatia,HRV,2020-09-25,184.71429,,1687,462,4391
Croatia,HRV,2020-09-26,183.14286,,1721,451,4554
Croatia,HRV,2020-09-27,183.14286,,1756,440,4726
Croatia,HRV,2020-09-28,182.14286,,1794,428,4908
Croatia,HRV,2020-09-29,179,,1834,417,5100
Croatia,HRV,2020-09-30,177.71429,,1876,404,5324
Croatia,HRV,2020-10-01,179,,1920,395,5567
Croatia,HRV,2020-10-02,179.28571,,1968,385,5824
Croatia,HRV,2020-10-03,195,,2017,377,6098
Croatia,HRV,2020-10-04,199.14286,,2070,367,6388
Croatia,HRV,2020-10-05,208.85714,,,,
Croatia,HRV,2020-10-06,221.71429,,,,
Croatia,HRV,2020-10-07,243.42857,,,,
Croatia,HRV,2020-10-08,264.85714,,,,
Croatia,HRV,2020-10-09,308.85714,,,,
Croatia,HRV,2020-10-10,326.57143,,,,
Croatia,HRV,2020-10-11,361.57143,,,,
Croatia,HRV,2020-10-12,397.28571,,,,
Croatia,HRV,2020-10-13,403.42857,,,,
Croatia,HRV,2020-10-14,415.57143,,,,
Croatia,HRV,2020-10-15,470.57143,,,,
Croatia,HRV,2020-10-16,506.42857,,,,
Croatia,HRV,2020-10-17,602.71429,,,,
Croatia,HRV,2020-10-18,689.85714,,,,
Croatia,HRV,2020-10-19,734.28571,,,,
Croatia,HRV,2020-10-20,764.57143,,,,
Croatia,HRV,2020-10-21,838.57143,,,,
Croatia,HRV,2020-10-22,935.14286,,,,
Croatia,HRV,2020-10-23,1045.14286,,,,
Croatia,HRV,2020-10-24,1150.28571,,,,
Croatia,HRV,2020-10-25,1314,,,,
Croatia,HRV,2020-10-26,1542.85714,,,,
Croatia,HRV,2020-10-27,1605,,,,
Croatia,HRV,2020-10-28,1679.71429,,,,
Croatia,HRV,2020-10-29,1816,,,,
Croatia,HRV,2020-10-30,1989.28571,,,,
Croatia,HRV,2020-10-31,2118.57143,,,,
Croatia,HRV,2020-11-01,2193.85714,,,,
Croatia,HRV,2020-11-02,2159.28571,,,,
Croatia,HRV,2020-11-03,2207.42857,,,,
Croatia,HRV,2020-11-04,2209.42857,,,,
Croatia,HRV,2020-11-05,2224,,,,
Croatia,HRV,2020-11-06,2234.28571,,,,
Croatia,HRV,2020-11-07,2251.14286,,,,
Croatia,HRV,2020-11-08,2198.28571,,,,
Croatia,HRV,2020-11-09,2250.28571,,,,
Croatia,HRV,2020-11-10,2302.28571,,,,
Croatia,HRV,2020-11-11,2308,,,,
Cuba,CUB,2020-02-23,,,48,24,66
Cuba,CUB,2020-02-24,,,48,24,66
Cuba,CUB,2020-02-25,,,48,24,66
Cuba,CUB,2020-02-26,,,48,24,66
Cuba,CUB,2020-02-27,,,48,24,66
Cuba,CUB,2020-02-28,,,48,24,66
Cuba,CUB,2020-02-29,,,48,24,66
Cuba,CUB,2020-03-01,,,48,24,66
Cuba,CUB,2020-03-02,,,48,24,66
Cuba,CUB,2020-03-03,,,103,57,141
Cuba,CUB,2020-03-04,,,102,56,140
Cuba,CUB,2020-03-05,,,105,58,144
Cuba,CUB,2020-03-06,,,111,61,153
Cuba,CUB,2020-03-07,,,123,70,171
Cuba,CUB,2020-03-08,,,143,81,201
Cuba,CUB,2020-03-09,,,157,89,222
Cuba,CUB,2020-03-10,,,168,95,238
Cuba,CUB,2020-03-11,,,179,101,255
Cuba,CUB,2020-03-12,,,192,108,278
Cuba,CUB,2020-03-13,,,208,114,301
Cuba,CUB,2020-03-14,,,223,123,325
Cuba,CUB,2020-03-15,1.33333,,238,132,347
Cuba,CUB,2020-03-16,1.33333,,253,140,369
Cuba,CUB,2020-03-17,1.33333,,269,149,393
Cuba,CUB,2020-03-18,1.75,,286,158,419
Cuba,CUB,2020-03-19,2,,303,167,463
Cuba,CUB,2020-03-20,2.6,,321,175,510
Cuba,CUB,2020-03-21,3.4,,339,180,562
Cuba,CUB,2020-03-22,4.2,,358,186,619
Cuba,CUB,2020-03-23,5.16667,,377,192,669
Cuba,CUB,2020-03-24,5.14286,,397,199,721
Cuba,CUB,2020-03-25,5.85714,,417,205,771
Cuba,CUB,2020-03-26,6.57143,,437,215,819
Cuba,CUB,2020-03-27,7.28571,,457,225,865
Cuba,CUB,2020-03-28,8.42857,,476,234,909
Cuba,CUB,2020-03-29,13.42857,,495,240,947
Cuba,CUB,2020-03-30,14.85714,,512,245,981
Cuba,CUB,2020-03-31,18.57143,,528,249,1014
Cuba,CUB,2020-04-01,19.71429,,540,253,1044
Cuba,CUB,2020-04-02,22.14286,,550,257,1063
Cuba,CUB,2020-04-03,23.71429,,555,260,1046
Cuba,CUB,2020-04-04,27,,557,261,1037
Cuba,CUB,2020-04-05,24.14286,,554,260,1009
Cuba,CUB,2020-04-06,25.85714,,547,257,992
Cuba,CUB,2020-04-07,25.71429,,537,253,959
Cuba,CUB,2020-04-08,30,,523,246,926
Cuba,CUB,2020-04-09,35,,507,238,876
Cuba,CUB,2020-04-10,40.28571,,488,227,831
Cuba,CUB,2020-04-11,42.14286,,467,219,800
Cuba,CUB,2020-04-12,47.42857,,446,214,764
Cuba,CUB,2020-04-13,49.85714,,424,203,725
Cuba,CUB,2020-04-14,53.71429,,401,195,678
Cuba,CUB,2020-04-15,52.85714,,379,185,641
Cuba,CUB,2020-04-16,51,,358,175,604
Cuba,CUB,2020-04-17,49.57143,,338,163,562
Cuba,CUB,2020-04-18,51.28571,,318,154,525
Cuba,CUB,2020-04-19,52.28571,,300,146,490
Cuba,CUB,2020-04-20,52.28571,,282,139,459
Cuba,CUB,2020-04-21,51.57143,,266,132,428
Cuba,CUB,2020-04-22,53,,251,126,398
Cuba,CUB,2020-04-23,53.57143,,237,120,367
Cuba,CUB,2020-04-24,53.28571,,223,114,347
Cuba,CUB,2020-04-25,51.71429,,211,108,324
Cuba,CUB,2020-04-26,50.14286,,199,103,300
Cuba,CUB,2020-04-27,47.71429,,188,98,283
Cuba,CUB,2020-04-28,43.14286,,178,91,267
Cuba,CUB,2020-04-29,42.85714,,169,85,256
Cuba,CUB,2020-04-30,39.71429,,160,80,241
Cuba,CUB,2020-05-01,38,,151,76,230
Cuba,CUB,2020-05-02,36,,144,73,220
Cuba,CUB,2020-05-03,39.14286,,136,69,211
Cuba,CUB,2020-05-04,40,,130,65,204
Cuba,CUB,2020-05-05,39.85714,,123,61,197
Cuba,CUB,2020-05-06,35.42857,,117,59,190
Cuba,CUB,2020-05-07,33.71429,,111,56,183
Cuba,CUB,2020-05-08,32.57143,,106,52,176
Cuba,CUB,2020-05-09,29.14286,,101,49,168
Cuba,CUB,2020-05-10,20.42857,,96,46,160
Cuba,CUB,2020-05-11,16.71429,,91,44,154
Cuba,CUB,2020-05-12,16.42857,,87,42,148
Cuba,CUB,2020-05-13,17,,83,39,143
Cuba,CUB,2020-05-14,15.28571,,79,37,138
Cuba,CUB,2020-05-15,14.42857,,75,34,133
Cuba,CUB,2020-05-16,14.14286,,71,33,129
Cuba,CUB,2020-05-17,15.42857,,68,31,124
Cuba,CUB,2020-05-18,15.14286,,65,29,119
Cuba,CUB,2020-05-19,14,,61,27,114
Cuba,CUB,2020-05-20,11.85714,,58,26,109
Cuba,CUB,2020-05-21,12.85714,,55,24,105
Cuba,CUB,2020-05-22,11.14286,,53,22,100
Cuba,CUB,2020-05-23,10.85714,,50,21,96
Cuba,CUB,2020-05-24,9.85714,,47,19,92
Cuba,CUB,2020-05-25,9.85714,,45,18,88
Cuba,CUB,2020-05-26,9.42857,,43,17,85
Cuba,CUB,2020-05-27,10.85714,,41,17,81
Cuba,CUB,2020-05-28,10.57143,,39,16,78
Cuba,CUB,2020-05-29,10.71429,,38,15,75
Cuba,CUB,2020-05-30,12.71429,,36,14,73
Cuba,CUB,2020-05-31,13.42857,,35,14,70
Cuba,CUB,2020-06-01,14.85714,,34,13,68
Cuba,CUB,2020-06-02,19.42857,,32,13,66
Cuba,CUB,2020-06-03,18.42857,,31,12,64
Cuba,CUB,2020-06-04,19,,31,12,62
Cuba,CUB,2020-06-05,19.42857,,30,12,61
Cuba,CUB,2020-06-06,18.28571,,29,11,60
Cuba,CUB,2020-06-07,21.14286,,29,11,60
Cuba,CUB,2020-06-08,20.85714,,28,11,60
Cuba,CUB,2020-06-09,16.71429,,28,11,59
Cuba,CUB,2020-06-10,16.14286,,28,11,59
Cuba,CUB,2020-06-11,14.85714,,28,11,58
Cuba,CUB,2020-06-12,14.28571,,28,11,59
Cuba,CUB,2020-06-13,14.28571,,28,11,59
Cuba,CUB,2020-06-14,9.28571,,29,12,60
Cuba,CUB,2020-06-15,8.14286,,29,12,60
Cuba,CUB,2020-06-16,8.85714,,30,12,62
Cuba,CUB,2020-06-17,9.71429,,31,13,63
Cuba,CUB,2020-06-18,9.85714,,32,13,64
Cuba,CUB,2020-06-19,10.85714,,33,14,67
Cuba,CUB,2020-06-20,10.28571,,35,15,69
Cuba,CUB,2020-06-21,10.14286,,36,16,71
Cuba,CUB,2020-06-22,9.14286,,38,17,72
Cuba,CUB,2020-06-23,7.57143,,39,18,75
Cuba,CUB,2020-06-24,6.42857,,41,19,78
Cuba,CUB,2020-06-25,5.57143,,43,20,82
Cuba,CUB,2020-06-26,3.71429,,45,21,84
Cuba,CUB,2020-06-27,2.85714,,47,23,89
Cuba,CUB,2020-06-28,3,,50,24,93
Cuba,CUB,2020-06-29,2.85714,,52,25,96
Cuba,CUB,2020-06-30,3.57143,,54,27,99
Cuba,CUB,2020-07-01,3.28571,,57,28,103
Cuba,CUB,2020-07-02,4.14286,,59,29,109
Cuba,CUB,2020-07-03,4.57143,,62,31,115
Cuba,CUB,2020-07-04,5.14286,,65,32,120
Cuba,CUB,2020-07-05,5.57143,,68,33,127
Cuba,CUB,2020-07-06,5.71429,,71,34,135
Cuba,CUB,2020-07-07,5.71429,,74,35,141
Cuba,CUB,2020-07-08,7.71429,,77,36,146
Cuba,CUB,2020-07-09,7.28571,,81,37,155
Cuba,CUB,2020-07-10,7.14286,,84,38,164
Cuba,CUB,2020-07-11,7.42857,,88,39,172
Cuba,CUB,2020-07-12,7.28571,,91,40,178
Cuba,CUB,2020-07-13,7.71429,,95,40,185
Cuba,CUB,2020-07-14,6.85714,,99,41,195
Cuba,CUB,2020-07-15,5.28571,,102,42,202
Cuba,CUB,2020-07-16,5.57143,,106,42,211
Cuba,CUB,2020-07-17,5.28571,,110,43,218
Cuba,CUB,2020-07-18,4.42857,,113,44,227
Cuba,CUB,2020-07-19,3.57143,,117,44,233
Cuba,CUB,2020-07-20,2.85714,,120,45,233
Cuba,CUB,2020-07-21,2.57143,,124,45,235
Cuba,CUB,2020-07-22,2.42857,,127,46,242
Cuba,CUB,2020-07-23,3.42857,,131,46,248
Cuba,CUB,2020-07-24,3.71429,,134,47,254
Cuba,CUB,2020-07-25,3.57143,,137,48,259
Cuba,CUB,2020-07-26,4.71429,,140,49,263
Cuba,CUB,2020-07-27,7,,142,50,272
Cuba,CUB,2020-07-28,12.28571,,145,51,276
Cuba,CUB,2020-07-29,15.14286,,148,52,278
Cuba,CUB,2020-07-30,18,,150,52,279
Cuba,CUB,2020-07-31,18.71429,,152,53,284
Cuba,CUB,2020-08-01,19.85714,,155,54,293
Cuba,CUB,2020-08-02,22.14286,,157,56,297
Cuba,CUB,2020-08-03,21.57143,,159,56,300
Cuba,CUB,2020-08-04,19.71429,,161,57,306
Cuba,CUB,2020-08-05,20.85714,,163,57,316
Cuba,CUB,2020-08-06,19.71429,,164,58,324
Cuba,CUB,2020-08-07,25.42857,,166,58,329
Cuba,CUB,2020-08-08,31.57143,,167,58,335
Cuba,CUB,2020-08-09,36.42857,,169,58,334
Cuba,CUB,2020-08-10,43.85714,,170,59,335
Cuba,CUB,2020-08-11,53.71429,,171,59,338
Cuba,CUB,2020-08-12,56,,172,59,341
Cuba,CUB,2020-08-13,57.42857,,174,59,344
Cuba,CUB,2020-08-14,57,,175,60,348
Cuba,CUB,2020-08-15,57.14286,,176,60,349
Cuba,CUB,2020-08-16,57.71429,,177,61,350
Cuba,CUB,2020-08-17,51.85714,,178,61,352
Cuba,CUB,2020-08-18,45.42857,,179,61,355
Cuba,CUB,2020-08-19,45,,180,62,355
Cuba,CUB,2020-08-20,50.57143,,181,62,358
Cuba,CUB,2020-08-21,55.85714,,182,63,356
Cuba,CUB,2020-08-22,50.42857,,183,63,356
Cuba,CUB,2020-08-23,46.42857,,184,63,354
Cuba,CUB,2020-08-24,52.28571,,186,64,354
Cuba,CUB,2020-08-25,50.42857,,187,63,357
Cuba,CUB,2020-08-26,48,,188,64,362
Cuba,CUB,2020-08-27,39.57143,,190,64,365
Cuba,CUB,2020-08-28,34.42857,,191,65,369
Cuba,CUB,2020-08-29,40.57143,,193,65,374
Cuba,CUB,2020-08-30,44,,194,65,379
Cuba,CUB,2020-08-31,41.57143,,196,65,385
Cuba,CUB,2020-09-01,45,,198,65,394
Cuba,CUB,2020-09-02,45.85714,,199,66,402
Cuba,CUB,2020-09-03,52.42857,,201,66,412
Cuba,CUB,2020-09-04,58.28571,,203,67,422
Cuba,CUB,2020-09-05,57.14286,,205,67,430
Cuba,CUB,2020-09-06,53.28571,,207,67,438
Cuba,CUB,2020-09-07,48,,209,68,443
Cuba,CUB,2020-09-08,45.71429,,211,68,450
Cuba,CUB,2020-09-09,44.57143,,214,68,460
Cuba,CUB,2020-09-10,47.57143,,216,68,468
Cuba,CUB,2020-09-11,48.14286,,219,69,473
Cuba,CUB,2020-09-12,46.71429,,221,70,479
Cuba,CUB,2020-09-13,50.71429,,224,71,485
Cuba,CUB,2020-09-14,53.57143,,227,72,491
Cuba,CUB,2020-09-15,53.42857,,230,72,497
Cuba,CUB,2020-09-16,60.85714,,233,72,507
Cuba,CUB,2020-09-17,59.57143,,236,72,520
Cuba,CUB,2020-09-18,54.57143,,239,72,534
Cuba,CUB,2020-09-19,58.71429,,242,72,547
Cuba,CUB,2020-09-20,57.42857,,246,73,563
Cuba,CUB,2020-09-21,58.14286,,249,73,580
Cuba,CUB,2020-09-22,59.28571,,253,73,596
Cuba,CUB,2020-09-23,59.85714,,257,72,613
Cuba,CUB,2020-09-24,56.28571,,261,72,629
Cuba,CUB,2020-09-25,53.85714,,266,72,641
Cuba,CUB,2020-09-26,49.42857,,270,72,655
Cuba,CUB,2020-09-27,51,,275,71,676
Cuba,CUB,2020-09-28,52.28571,,280,72,708
Cuba,CUB,2020-09-29,48.85714,,285,73,731
Cuba,CUB,2020-09-30,44.14286,,290,74,755
Cuba,CUB,2020-10-01,46.71429,,296,74,782
Cuba,CUB,2020-10-02,51.42857,,301,74,804
Cuba,CUB,2020-10-03,52.57143,,307,73,830
Cuba,CUB,2020-10-04,52.57143,,314,73,859
Cuba,CUB,2020-10-05,50.28571,,,,
Cuba,CUB,2020-10-06,51.71429,,,,
Cuba,CUB,2020-10-07,50.28571,,,,
Cuba,CUB,2020-10-08,43,,,,
Cuba,CUB,2020-10-09,35.28571,,,,
Cuba,CUB,2020-10-10,32.14286,,,,
